time_s,acceleration_ms2
0.0,0.0
0.02,-1.2162389893848638e-05
0.04,-4.659360732623118e-05
0.06,-4.659360732623118e-05
0.08,-5.211478724825054e-05
0.1,-5.3651929898358326e-05
0.12,-0.000111335106760955
0.14,-0.00013260997350370192
0.16,-0.00013260997350370192
0.18,0.0004634234086438446
0.2,0.0007542946566450067
0.22,0.000460677124812216
0.24,-0.0006265841695729
0.26,-0.0023123571336877064
0.28,-0.004268709054400846
0.3,-0.006306071387777464
0.32,-0.008182661436735995
0.34,-0.009175719603124603
0.36,-0.008195012890092888
0.38,-0.004732362469952948
0.4,0.00022632718868076593
0.42,0.004576459056647203
0.44,0.006797047738236629
0.46,0.007380294848278331
0.48,0.008342437624375797
0.5,0.011120670615810048
0.52,0.015052351457324876
0.54,0.018143110530092366
0.56,0.01926778296627531
0.58,0.019226370659436096
0.6,0.019386073758900772
0.62,0.019606956366768194
0.64,0.018170213072176394
0.66,0.01399952790229615
0.68,0.008356808553515468
0.7000000000000001,0.003421203730640644
0.72,-0.0010337883291288259
0.74,-0.008665119363254438
0.76,-0.02300615293460753
0.78,-0.04237633736710018
0.8,-0.058970348920941516
0.8200000000000001,-0.06413014999999994
0.84,-0.05519952176431807
0.86,-0.03724192245465318
0.88,-0.018095881411648865
0.9,-0.018095881411648865
0.92,0.01016948906719326
0.9400000000000001,0.019197211750332732
0.96,0.022055351629678976
0.98,0.015826674837995602
1.0,0.002869951733972711
1.02,-0.008578453404793651
1.04,-0.011199621922476387
1.06,-0.0061310263428539
1.08,-0.00218166118714388
1.1,-0.00218166118714388
1.12,-0.014073091314392036
1.1400000000000001,-0.013847044632030413
1.16,0.002809207912522034
1.18,0.030930256028536905
1.2,0.05589247715015575
1.22,0.06634255979922073
1.24,0.0629286711332506
1.26,0.0629286711332506
1.28,0.04698460435809058
1.3,0.040286680825279364
1.32,0.03353563807038894
1.34,0.03278812095294452
1.36,0.047035194115908015
1.3800000000000001,0.047035194115908015
1.4000000000000001,0.09871519541333847
1.42,0.0930323956187337
1.44,0.04756397413932771
1.46,-0.023386691387972936
1.48,-0.09226469121198988
1.5,-0.14089316636281204
1.52,-0.17144916564150553
1.54,-0.19582142399314634
1.56,-0.19582142399314634
1.58,-0.22354946327322378
1.6,-0.20357206366161248
1.62,-0.1589048467110404
1.6400000000000001,-0.10364229253500176
1.6600000000000001,-0.047987959285508995
1.68,0.011411180676323417
1.7,0.08103029315334603
1.72,0.1514626014670565
1.74,0.1948599701049768
1.76,0.18745005512046156
1.78,0.1361210468450162
1.8,0.07936935747832677
1.82,0.05762244004239782
1.84,0.08052630033827808
1.86,0.1229778781690702
1.8800000000000001,0.15180146405119982
1.9000000000000001,0.15360442265106353
1.92,0.13615680282573797
1.94,0.10772093342024895
1.96,0.06358330578053821
1.98,0.06358330578053821
2.0,-0.07602556616680854
2.02,-0.12406853930714953
2.04,-0.12118997265552738
2.06,-0.0781612028069905
2.08,-0.035229596179817406
2.1,-0.023660501085176474
2.12,-0.03474892387683521
2.14,-0.030984726258038088
2.16,0.0104885585518083
2.18,0.06797448787774686
2.2,0.09126965345404524
2.22,0.04690911450257274
2.24,-0.054582443216128436
2.2600000000000002,-0.17471294816602576
2.2800000000000002,-0.28304154526016984
2.3000000000000003,-0.37065686268158665
2.32,-0.43010114176843606
2.34,-0.43462431019782966
2.36,-0.3521832082767095
2.38,-0.18563707738782442
2.4,0.008147778792506815
2.42,0.15193636518905104
2.44,0.2090232614378382
2.46,0.21107085209754703
2.48,0.22269673769514275
2.5,0.27801676539525116
2.52,0.35350759132616927
2.54,0.40141320951969606
